date,TICKER,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,TB3MS,T10Y2Y,BAA10Y,BM,ME,Size,Momentum,ShortTermReversal,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,r2_1,r12_2,r12_7,r36_13,52_week_high,Rel_to_high,SUV,3_month_high,Rel_to_3month_high,1_month_high,Rel_to_1month_high,Idio_vol
2018-07-31,V,40.136,0.126,19.839,34.794,34.883,34.618,34.618,12.552,20.439,0.192,0.482,0.696,0.667,0.696,0.644,0.776,0.205,0.288,0.297,0.427,0.349,0.186,0.289,1.348,0.676,0.201,0.562,0.326,0.344,0.326,0.037,0.035,0.407,0.0,0.168,0.252,1.252,0.052,0.275,0.471,1.441,1.271,0.261,0.937,15.009,0.484,0.507,0.37,1.028,16.7,21.719,1.478,1.886,1.886,51.691,7.331,0.289,6.514,2.354,0.395,0.586,2.336,0.0,0.05,0.143,-0.039,7.201,1.096,0.00614,VISA INC,11,1,7374,136.74001,7683341.0,0.001905,1776658.0,135.63,138.02,137.13,0.005536,0.0055,0.004885,42.0,0.0,0.0,41.0,242940232.68658003,0.0019051143024619854,0.001905,1.96,0.28238095238095234,1.9023809523809525,0.126,242940232.68658003,19.308326015030374,0.056445110298400936,-0.002185,236577421.79999998,0.03247706793632832,1050620125.17341,0.017467568061392397,0.008795697951271402,1.0631431228276993,1.1302732996158324,-0.002185,0.05553600000000001,0.031209,-0.06156300000000001,136.74001,1.0,-0.3383705886607288,,,136.74001,1.0,0.009058309373518045
2018-08-31,V,41.687,0.111,20.602,34.726,34.808,35.914,35.914,13.029,21.773,0.197,0.479,0.697,0.667,0.697,0.617,0.775,0.208,0.29,0.301,0.427,0.348,0.187,0.29,1.266,0.671,0.205,0.558,0.332,0.341,0.332,0.037,0.036,0.416,0.0,0.166,0.251,1.222,0.026,0.28,0.479,1.438,1.234,0.261,0.94,15.011,0.501,0.51,0.37,1.039,16.757,21.941,1.487,1.888,1.888,51.691,7.331,0.294,6.569,2.373,0.4,0.6,2.323,0.0,0.05,0.143,-0.036,7.993,1.654,0.005719999999999999,VISA INC,11,1,7374,146.89,5786569.0,0.001022,1776658.0,146.5,147.64,146.74001,0.000301,0.003133,0.000134,42.0,0.0,0.0,41.0,260973293.61999997,0.0010221479472434236,0.001022,2.03,0.2534782608695652,1.8769565217391304,0.111,260973293.61999997,19.379928636756564,0.06060536409581352,0.001905,242940232.68658003,0.023818899554053356,849989120.41,0.007751410892772057,0.008691011486618013,1.0631431228276993,1.1302732996158324,0.001905,0.05946600000000001,0.029748999999999998,-0.047578999999999996,146.89,1.0,-1.223810295260189,,,146.89,1.0,0.009058309373518045
2018-09-30,V,42.596,0.111,20.602,35.482,35.566,36.697,36.697,13.313,22.248,0.197,0.479,0.697,0.667,0.697,0.617,0.775,0.208,0.29,0.301,0.427,0.348,0.187,0.29,1.266,0.671,0.205,0.558,0.332,0.341,0.332,0.037,0.036,0.416,0.0,0.166,0.251,1.222,0.026,0.28,0.479,1.438,1.234,0.261,0.94,15.011,0.501,0.51,0.37,1.039,16.757,21.941,1.487,1.888,1.888,51.691,7.331,0.294,6.569,2.373,0.4,0.6,2.323,0.0,0.05,0.143,-0.036,8.167,1.69,0.005600000000000001,VISA INC,11,1,7374,150.09,6035936.0,0.000467,1776658.0,149.55,150.37,149.81,9e-05,0.000967,-7e-06,42.0,0.0,0.0,41.0,266658599.22,0.00046660445273949414,0.000467,2.13,0.23631578947368423,1.8794736842105264,0.111,266658599.22,19.40147974358146,0.05503100212351808,0.001022,260973293.61999997,0.02312855816116132,905933634.24,0.005468124833288832,0.008062462673271403,1.0631431228276993,1.1302732996158324,0.001022,0.05417700000000001,0.045919,-0.057757,150.09,1.0,-1.0233122573632223,,,150.09,1.0,0.009058309373518045
2018-10-31,V,39.122,0.111,20.602,32.589,32.666,33.704,33.704,12.227,20.433,0.197,0.479,0.697,0.667,0.697,0.617,0.775,0.208,0.29,0.301,0.427,0.348,0.187,0.29,1.266,0.671,0.205,0.558,0.332,0.341,0.332,0.037,0.036,0.416,0.0,0.166,0.251,1.222,0.026,0.28,0.479,1.438,1.234,0.261,0.94,15.011,0.501,0.51,0.37,1.039,16.757,21.941,1.487,1.888,1.888,51.691,7.331,0.294,6.569,2.373,0.4,0.6,2.323,0.0,0.05,0.143,-0.036,7.501,1.552,0.00609,VISA INC,11,1,7374,137.85001,13205283.0,0.03834,1776658.0,134.99001,139.12,134.99001,0.010455,0.00799,0.010851,42.0,0.0,0.0,41.0,244912323.06658,0.03834001493974215,0.03834,2.25,0.2913636363636364,1.913181818181818,0.111,244912323.06658,19.31641083942566,0.056099275706769536,0.000467,266658599.22,0.04952130941445962,1820348393.60283,0.030133813792498805,0.011268845373534571,1.0631431228276993,1.1302732996158324,0.000467,0.05518900000000001,0.053368,-0.046456,150.09,0.9184489972683056,1.3403334867473515,,,150.09,0.9184489972683056,0.009058309373518045
2018-11-30,V,35.875,0.1,24.675,31.145,31.214,32.061,32.061,12.101,19.616,0.193,0.5,0.697,0.667,0.697,0.621,0.796,0.209,0.31,0.303,0.196,0.369,0.197,0.309,1.331,0.656,0.208,0.564,0.328,0.328,0.328,0.037,0.035,0.412,0.0,0.158,0.24,1.157,0.0,0.321,0.472,1.271,1.125,0.361,0.944,14.247,0.502,0.509,0.358,1.036,17.859,22.514,1.285,1.611,1.611,51.691,7.331,0.3,7.395,2.753,0.407,0.606,2.982,0.0,0.048,0.154,-0.035,7.522,1.438,0.0070599999999999994,VISA INC,11,1,7374,141.71001,11362793.0,0.018763,1759798.0,138.63,142.25999,139.00999,0.006818,0.00143,0.008186,42.0,0.0,0.0,41.0,249380992.17798,0.018763478162223013,0.018763,2.33,0.258,2.107,0.1,249380992.17798,19.334492374103593,0.0700006068569714,0.03834,244912323.06658,0.046395350212373745,1610221509.6579301,0.025846346464678163,0.011584701109653194,1.0631431228276993,1.1302732996158324,0.03834,0.068679,0.029130000000000003,-0.011209999999999994,150.09,0.944166899860084,0.7992810180301179,,,150.09,0.944166899860084,0.009058309373518045
2018-12-31,V,33.353,0.1,24.675,28.998,29.062,29.851,29.851,11.25,18.237,0.193,0.5,0.697,0.667,0.697,0.621,0.796,0.209,0.31,0.303,0.196,0.369,0.197,0.309,1.331,0.656,0.208,0.564,0.328,0.328,0.328,0.037,0.035,0.412,0.0,0.158,0.24,1.157,0.0,0.321,0.472,1.271,1.125,0.361,0.944,14.247,0.502,0.509,0.358,1.036,17.859,22.514,1.285,1.611,1.611,51.691,7.331,0.3,7.395,2.753,0.407,0.606,2.982,0.0,0.048,0.154,-0.035,6.993,1.339,0.00758,VISA INC,11,1,7374,131.94,7976007.0,0.007637,1757242.0,130.23,132.44,131.67999,0.008318,0.006218,0.008492,42.0,0.0,0.0,41.0,231850509.48,0.007637085688101397,0.007637,2.37,0.1563157894736842,2.3010526315789472,0.1,231850509.48,19.26160336625458,0.09323209607269489,0.018763,249380992.17798,0.03198321945205682,1052354363.5799999,0.016827197624395693,0.011353152840441328,1.1820125662069072,1.3971537066710382,0.018763,0.090328,0.029831000000000003,-0.0038849999999999983,150.09,0.8790725564661203,-0.30372640974934895,,,150.09,0.8790725564661203,0.009058309373518045
2019-01-31,V,33.992,0.1,24.675,29.673,29.738,30.545,30.545,11.465,18.587,0.193,0.5,0.697,0.667,0.697,0.621,0.796,0.209,0.31,0.303,0.196,0.369,0.197,0.309,1.331,0.656,0.208,0.564,0.328,0.328,0.328,0.037,0.035,0.412,0.0,0.158,0.24,1.157,0.0,0.321,0.472,1.271,1.125,0.361,0.944,14.247,0.502,0.509,0.358,1.036,17.859,22.514,1.285,1.611,1.611,51.691,7.331,0.3,7.395,2.753,0.407,0.606,2.982,0.0,0.048,0.154,-0.035,7.127,1.37,0.00741,VISA INC,11,1,7374,135.00999,20095659.0,-0.018823,1750177.0,133.3,135.73,134.39,0.008467,0.007008,0.008597,42.0,0.0,0.0,41.0,236291379.26823,-0.018822818399504504,-0.018823,2.37,0.17047619047619048,2.4061904761904764,0.1,236291379.26823,19.28057625934281,0.095551195808671,0.007637,231850509.48,0.08667506940170645,2713114720.63341,0.018064899825298134,0.01267199470693669,1.0805659948309818,1.1676228691850694,0.007637,0.092461,0.026232,-0.072808,150.09,0.899526883869678,2.1169585040634153,,,150.09,0.899526883869678,0.009058309373518045
2019-02-28,V,38.07,0.115,21.558,31.118,31.118,31.922,31.922,12.198,19.572,0.196,0.506,0.695,0.666,0.695,0.621,0.8,0.216,0.325,0.315,0.196,0.381,0.206,0.319,1.353,0.69,0.213,0.562,0.329,0.329,0.329,0.036,0.036,0.405,0.0,0.186,0.239,1.125,0.0,0.317,0.467,1.309,1.173,0.361,0.945,14.756,0.5,0.513,0.367,1.052,18.837,23.471,1.277,1.668,1.668,51.691,7.331,0.306,6.074,2.156,0.421,0.627,2.818,0.0,0.048,0.154,-0.036,7.746,1.463,0.006750000000000001,VISA INC,11,1,7374,148.12,6250470.0,0.006113,1750177.0,147.23,148.82001,147.25999,-0.002832,-0.003329,-0.002826,42.0,0.0,0.0,41.0,259236217.24,0.006113299823393703,0.006113,2.39,0.17210526315789473,2.2710526315789474,0.115,259236217.24,19.373250239687657,0.07868886634919137,-0.018823,236291379.26823,0.02645238272914171,925819616.4,0.010741496006029567,0.012359477424121473,1.0781126210828844,1.1623268237382072,-0.018823,0.077123,0.030739000000000002,-0.07161799999999999,150.09,0.9868745419415018,-0.9396705121794555,,,150.09,0.9868745419415018,0.009058309373518045
2019-03-31,V,40.145,0.115,21.558,32.813,32.813,33.662,33.662,12.862,20.639,0.196,0.506,0.695,0.666,0.695,0.621,0.8,0.216,0.325,0.315,0.196,0.381,0.206,0.319,1.353,0.69,0.213,0.562,0.329,0.329,0.329,0.036,0.036,0.405,0.0,0.186,0.239,1.125,0.0,0.317,0.467,1.309,1.173,0.361,0.945,14.756,0.5,0.513,0.367,1.052,18.837,23.471,1.277,1.668,1.668,51.691,7.331,0.306,6.074,2.156,0.421,0.627,2.818,0.0,0.048,0.154,-0.036,8.168,1.543,0.0064,VISA INC,11,1,7374,156.19,12164689.0,0.009827,1750177.0,154.92999,156.28999,155.73,0.006019,0.002876,0.006734,42.0,0.0,0.0,41.0,273360145.63,0.00982737441003434,0.009827,2.4,0.16142857142857142,2.264761904761905,0.115,273360145.63,19.426300698511877,0.06142108399978485,0.006113,259236217.24,0.046925113819023104,1900002774.91,0.00873979877512996,0.012385723208491637,1.0630065498396992,1.129982925002101,0.006113,0.060755,0.008725,-0.045229999999999985,271.31,0.5756883270060079,0.731707344799141,271.31,0.5756883270060079,156.19,1.0,0.009058309373518045
2019-04-30,V,41.992,0.115,21.558,34.544,34.544,35.438,35.438,13.454,21.589,0.196,0.506,0.695,0.666,0.695,0.621,0.8,0.216,0.325,0.315,0.196,0.381,0.206,0.319,1.353,0.69,0.213,0.562,0.329,0.329,0.329,0.036,0.036,0.405,0.0,0.186,0.239,1.125,0.0,0.317,0.467,1.309,1.173,0.361,0.945,14.756,0.5,0.513,0.367,1.052,18.837,23.471,1.277,1.668,1.668,51.691,7.331,0.306,6.074,2.156,0.421,0.627,2.818,0.0,0.048,0.154,-0.036,8.544,1.624,0.0060799999999999995,VISA INC,11,1,7374,164.42999,6432714.0,0.001706,1738988.0,163.92,165.7,164.98,0.000358,-0.002453,0.000951,42.0,0.0,0.0,41.0,285941779.45012003,0.0017057570335521355,0.001706,2.38,0.18761904761904763,2.170952380952381,0.115,285941779.45012003,19.47129877970505,0.06450234480372563,0.009827,273360145.63,0.023532011168544094,1057731098.69286,0.010800315514835271,0.01228556022714214,1.0665996223647192,1.1376347544285614,0.009827,0.063678,0.040161,-0.03266199999999999,271.31,0.6060594522870517,-0.8290477049633517,271.31,0.6060594522870517,164.42999,1.0,0.009058309373518045
2019-05-31,V,39.544,0.099,22.292,32.266,32.266,33.333,33.333,12.944,22.464,0.197,0.513,0.697,0.668,0.697,0.63,0.811,0.217,0.335,0.321,0.196,0.392,0.212,0.328,1.454,0.681,0.217,0.563,0.329,0.329,0.329,0.035,0.035,0.405,0.0,0.175,0.238,1.1,0.0,0.328,0.464,1.286,1.063,0.361,0.946,14.687,0.5,0.514,0.364,1.056,19.861,24.542,1.234,1.602,1.602,51.691,7.331,0.311,6.561,2.381,0.429,0.639,3.064,0.0,0.048,0.154,-0.02,8.32,1.099,0.0062,VISA INC,11,1,7374,161.33,5079016.0,-0.008786,1738988.0,160.56,162.13,160.91,-0.011731,-0.009849,-0.013195,42.0,0.0,0.0,41.0,280550934.04,-0.008785881591661271,-0.008786,2.35,0.18863636363636366,2.2331818181818184,0.099,280550934.04,19.452265849473125,0.06566619809072938,0.001706,285941779.45012003,0.017762413068028025,819397651.2800001,0.009730701292261881,0.012735608474191355,1.0529145806751325,1.1086291141982902,0.001706,0.064772,0.058312,-0.02301199999999999,271.31,0.5946334451365597,-1.3290087430415787,271.31,0.5946334451365597,164.42999,0.9811470523108345,0.009058309373518045
2019-06-30,V,42.539,0.099,22.292,34.71,34.71,35.857,35.857,13.925,24.165,0.197,0.513,0.697,0.668,0.697,0.63,0.811,0.217,0.335,0.321,0.196,0.392,0.212,0.328,1.454,0.681,0.217,0.563,0.329,0.329,0.329,0.035,0.035,0.405,0.0,0.175,0.238,1.1,0.0,0.328,0.464,1.286,1.063,0.361,0.946,14.687,0.5,0.514,0.364,1.056,19.861,24.542,1.234,1.602,1.602,51.691,7.331,0.311,6.561,2.381,0.429,0.639,3.064,0.0,0.048,0.154,-0.02,8.95,1.183,0.0057599999999999995,VISA INC,11,1,7374,173.55,8442697.0,0.013549,1738988.0,170.52,173.55,171.96001,0.006661,0.010004,0.005757,42.0,0.0,0.0,41.0,301801367.40000004,0.013549027623664278,0.013549,2.17,0.26,2.3865,0.099,301801367.40000004,19.52527963510287,0.058616331558760226,-0.008786,280550934.04,0.030093277104528436,1465230064.3500001,0.017612695091115182,0.01277507259789857,1.0632796958156996,1.1305637115339267,-0.008786,0.05817100000000001,0.068134,0.008293000000000007,271.31,0.6396741734547198,-0.06633388519522729,271.31,0.6396741734547198,173.55,1.0,0.009058309373518045
2019-07-31,V,43.328,0.099,22.292,35.6,35.6,36.777,36.777,14.183,24.614,0.197,0.513,0.697,0.668,0.697,0.63,0.811,0.217,0.335,0.321,0.196,0.392,0.212,0.328,1.454,0.681,0.217,0.563,0.329,0.329,0.329,0.035,0.035,0.405,0.0,0.175,0.238,1.1,0.0,0.328,0.464,1.286,1.063,0.361,0.946,14.687,0.5,0.514,0.364,1.056,19.861,24.542,1.234,1.602,1.602,51.691,7.331,0.311,6.561,2.381,0.429,0.639,3.064,0.0,0.048,0.154,-0.02,9.116,1.213,0.005620000000000001,VISA INC,11,1,7374,178.0,7981222.0,-0.019446,1726971.0,176.06,182.05,181.78999,-0.009979,-0.006988,-0.010886,42.0,0.0,0.0,41.0,307400838.0,-0.01944582162727926,-0.019446,2.1,0.2240909090909091,2.22,0.099,307400838.0,19.54366311515484,0.07091942273474028,0.013549,301801367.40000004,0.02644528110908751,1420657516.0,0.03345340817067387,0.013199854060098343,1.1238201827873517,1.2629718032401966,0.013549,0.069815,0.047406,0.024594000000000008,271.31,0.656076075338174,-0.1134922697610057,271.31,0.656076075338174,178.0,1.0,0.009058309373518045
2019-08-31,V,42.131,0.091,22.99,34.773,34.773,34.773,34.773,14.02,25.521,0.191,0.534,0.698,0.669,0.698,0.66,0.832,0.223,0.358,0.331,0.196,0.418,0.225,0.351,1.567,0.701,0.221,0.566,0.326,0.326,0.326,0.034,0.034,0.398,0.0,0.181,0.237,1.07,0.0,0.327,0.464,1.326,1.044,0.361,0.943,14.487,0.494,0.511,0.361,1.046,22.137,26.478,1.219,1.602,1.602,51.691,7.331,0.317,6.552,2.414,0.437,0.649,3.158,0.0,0.048,0.154,-0.005,9.061,1.091,0.00553,VISA INC,11,1,7374,180.82001,4061275.0,-0.001932,1726971.0,179.66611,182.17999,181.99001,0.000647,0.001053,0.000643,42.0,0.0,0.0,41.0,312270913.48971,-0.0019318319810122109,-0.001932,1.95,0.055,2.247272727272727,0.091,312270913.48971,19.55938168147559,0.04902222292840741,-0.019446,307400838.0,0.01321165884394889,734359786.1127499,0.013894746965629865,0.013175510429641006,1.1368397113450064,1.2924045292909974,-0.019446,0.04934700000000001,0.052497,0.028942000000000006,271.31,0.6664701264236482,-1.854964544948447,271.31,0.6664701264236482,180.82001,1.0,0.009058309373518045
2019-09-30,V,40.079,0.091,22.99,33.079,33.079,33.079,33.079,13.336,24.277,0.191,0.534,0.698,0.669,0.698,0.66,0.832,0.223,0.358,0.331,0.196,0.418,0.225,0.351,1.567,0.701,0.221,0.566,0.326,0.326,0.326,0.034,0.034,0.398,0.0,0.181,0.237,1.07,0.0,0.327,0.464,1.326,1.044,0.361,0.943,14.487,0.494,0.511,0.361,1.046,22.137,26.478,1.219,1.602,1.602,51.691,7.331,0.317,6.552,2.414,0.437,0.649,3.158,0.0,0.048,0.154,-0.005,8.62,1.038,0.005809999999999999,VISA INC,11,1,7374,172.00999,16609023.0,-0.011437,1726971.0,172.00999,175.45,174.17,0.004452,0.000793,0.005048,42.0,0.0,0.0,41.0,297056264.44029,-0.011436839080459893,-0.011437,1.89,0.051500000000000004,2.215,0.091,297056264.44029,19.509432121384897,0.046506793321228646,-0.001932,312270913.48971,0.05318786439117809,2856917880.13977,0.01980089851496284,0.013611662153037043,1.122032845828119,1.2589577071171476,-0.001932,0.046948,0.061857,0.01988800000000001,271.31,0.6339979727986436,1.6227780052703302,271.31,0.6339979727986436,180.82001,0.9512774056366881,0.009058309373518045
2019-10-31,V,41.675,0.091,22.99,34.396,34.396,34.396,34.396,13.868,25.244,0.191,0.534,0.698,0.669,0.698,0.66,0.832,0.223,0.358,0.331,0.196,0.418,0.225,0.351,1.567,0.701,0.221,0.566,0.326,0.326,0.326,0.034,0.034,0.398,0.0,0.181,0.237,1.07,0.0,0.327,0.464,1.326,1.044,0.361,0.943,14.487,0.494,0.511,0.361,1.046,22.137,26.478,1.219,1.602,1.602,51.691,7.331,0.317,6.552,2.414,0.437,0.649,3.158,0.0,0.048,0.154,-0.005,8.963,1.079,0.00559,VISA INC,11,1,7374,178.86,6830810.0,-0.002176,1726971.0,178.00999,179.7,179.25,-0.00348,-0.004344,-0.003023,42.0,0.0,0.0,41.0,308886033.06,-0.0021757322175731675,-0.002176,1.65,0.15545454545454546,2.2181818181818183,0.091,308886033.06,19.54848294178079,-0.003661714731192811,-0.011437,297056264.44029,0.022995004036930628,1221758676.6000001,0.009449051171313394,0.013581133572078272,1.0982523578738992,1.2061582415755792,-0.011437,-0.002828999999999998,0.025223000000000002,0.054701000000000014,271.31,0.6592458810954259,-0.5491335539388266,271.31,0.6592458810954259,180.82001,0.989160436391968,0.009058309373518045
2019-11-30,V,38.166,0.092,24.532,33.731,33.793,34.682,34.682,13.753,24.719,0.195,0.526,0.699,0.67,0.699,0.648,0.823,0.226,0.36,0.338,0.188,0.418,0.228,0.352,1.569,0.694,0.221,0.568,0.325,0.325,0.325,0.032,0.032,0.398,0.0,0.225,0.231,1.042,0.0,0.354,0.442,1.197,0.953,0.337,0.941,14.059,0.492,0.522,0.376,1.092,23.664,28.895,1.123,1.563,1.563,51.691,7.331,0.324,6.053,2.13,0.447,0.662,3.041,0.0,0.048,0.15,-0.01,9.286,1.142,0.006500000000000001,VISA INC,11,1,7374,184.50999,3139087.0,0.000759,1712677.0,183.36,184.85001,183.92999,-0.004045,-0.000236,-0.004011,42.0,0.0,0.0,41.0,316006016.14322996,0.000759288387481627,0.000759,1.54,0.19947368421052633,2.128947368421053,0.092,316006016.14322996,19.5712718097979,-0.024139811555717317,-0.002176,308886033.06,0.010162605828766118,579192910.9791299,0.008093261777429592,0.01280682591217421,1.0969970113035954,1.2034024428090206,-0.002176,-0.023767999999999997,-0.002325999999999998,0.09658500000000002,271.31,0.6800707308982344,-2.052200015832986,271.31,0.6800707308982344,184.50999,1.0,0.009058309373518045
2019-12-31,V,38.848,0.092,24.532,34.351,34.414,35.32,35.32,13.999,25.161,0.195,0.526,0.699,0.67,0.699,0.648,0.823,0.226,0.36,0.338,0.188,0.418,0.228,0.352,1.569,0.694,0.221,0.568,0.325,0.325,0.325,0.032,0.032,0.398,0.0,0.225,0.231,1.042,0.0,0.354,0.442,1.197,0.953,0.337,0.941,14.059,0.492,0.522,0.376,1.092,23.664,28.895,1.123,1.563,1.563,51.691,7.331,0.324,6.053,2.13,0.447,0.662,3.041,0.0,0.048,0.15,-0.01,9.452,1.163,0.00639,VISA INC,11,1,7374,187.89999,5273036.0,0.000373,1711838.0,186.53999,188.0,187.06,0.002964,0.005045,0.002946,42.0,0.0,0.0,41.0,321654343.08162,0.00037262418144057285,0.000373,1.54,0.24952380952380954,2.0157142857142856,0.092,321654343.08162,19.58898805823788,-0.030800907144823086,0.000759,316006016.14322996,0.01668650509998516,990803411.6696401,0.007796283649177281,0.012762171306762729,1.1007938014402097,1.2117469932891878,0.000759,-0.030645999999999996,0.0035860000000000024,0.10818000000000001,271.31,0.6925656628948436,-0.8408971035016058,271.31,0.6925656628948436,187.89999,1.0,0.009058309373518045
2020-01-31,V,40.997,0.092,24.532,36.375,36.441,37.4,37.4,14.773,26.553,0.195,0.526,0.699,0.67,0.699,0.648,0.823,0.226,0.36,0.338,0.188,0.418,0.228,0.352,1.569,0.694,0.221,0.568,0.325,0.325,0.325,0.032,0.032,0.398,0.0,0.225,0.231,1.042,0.0,0.354,0.442,1.197,0.953,0.337,0.941,14.059,0.492,0.522,0.376,1.092,23.664,28.895,1.123,1.563,1.563,51.691,7.331,0.324,6.053,2.13,0.447,0.662,3.041,0.0,0.048,0.15,-0.01,9.975,1.231,0.00603,VISA INC,11,1,7374,198.97,16699567.0,-0.044378,1706024.0,198.25999,203.98,201.49001,-0.016642,-0.014389,-0.017706,42.0,0.0,0.0,41.0,339447595.28,-0.04437831783399848,-0.044378,1.52,0.23857142857142857,2.0142857142857142,0.092,339447595.28,19.642830134521276,-0.01183924601085029,0.000373,321654343.08162,0.05191774138663651,3322712845.99,0.02844078232997173,0.016424747630521323,1.3811956277643695,1.9077013621554109,0.000373,-0.011449999999999995,0.0029630000000000004,0.10118500000000001,271.31,0.7333677343260477,1.5237154112378162,271.31,0.7333677343260477,198.97,1.0,0.009058309373518045
2020-02-29,V,38.364,0.086,24.172,32.284,32.399,33.168,33.168,13.181,23.201,0.198,0.526,0.696,0.667,0.696,0.647,0.83,0.23,0.365,0.343,0.188,0.426,0.23,0.359,1.61,0.714,0.228,0.578,0.314,0.329,0.314,0.031,0.03,0.4,0.0,0.198,0.232,1.019,0.045,0.359,0.43,1.231,1.005,0.337,0.941,14.201,0.466,0.516,0.365,1.065,25.8,31.461,1.115,1.505,1.505,51.691,7.331,0.327,5.936,2.145,0.464,0.676,3.501,0.0,0.048,0.15,-0.014,8.957,1.091,0.0066,VISA INC,11,1,7374,181.75999,22674738.0,0.009722,1706024.0,172.98351,182.33,173.78999,-0.008552,-0.009691,-0.008238,42.0,0.0,0.0,41.0,310086905.17976,0.009721682668833997,0.009722,1.52,0.1731578947368421,2.106842105263158,0.086,310086905.17976,19.5523631554453,-0.06142932647861721,-0.044378,339447595.28,0.06679893543301227,4121360152.13262,0.05260982054974502,0.016573107668036064,1.3285203728541788,1.7649663810886063,-0.044378,-0.061940999999999996,-0.005082,0.10798000000000002,271.31,0.6699347241163245,1.8360787631866196,271.31,0.6699347241163245,198.97,0.9135044981655526,0.009058309373518045
2020-03-31,V,34.008,0.086,24.172,28.618,28.72,29.401,29.401,11.684,20.567,0.198,0.526,0.696,0.667,0.696,0.647,0.83,0.23,0.365,0.343,0.188,0.426,0.23,0.359,1.61,0.714,0.228,0.578,0.314,0.329,0.314,0.031,0.03,0.4,0.0,0.198,0.232,1.019,0.045,0.359,0.43,1.231,1.005,0.337,0.941,14.201,0.466,0.516,0.365,1.065,25.8,31.461,1.115,1.505,1.505,51.691,7.331,0.327,5.936,2.145,0.464,0.676,3.501,0.0,0.048,0.15,-0.014,7.94,0.967,0.00745,VISA INC,11,1,7374,161.12,20613132.0,-0.026877,1706024.0,160.53999,168.19,166.42999,-0.012277,0.000633,-0.016013,42.0,0.0,0.0,41.0,274874586.88,-0.026876908444953274,-0.026877,0.29,0.42181818181818187,3.4181818181818184,0.086,274874586.88,19.43182550390037,-0.061526917373611933,0.009722,310086905.17976,0.06647533854436838,3321187827.84,0.04654281770884372,0.017629578340107855,1.3690205799504982,1.8742173483279985,0.009722,-0.062046,-0.026346,0.11938000000000001,271.31,0.5938594228004865,1.472281438921996,271.31,0.5938594228004865,198.97,0.8097703171332362,0.009058309373518045
2020-04-30,V,37.723,0.086,24.172,31.744,31.857,32.613,32.613,12.961,22.813,0.198,0.526,0.696,0.667,0.696,0.647,0.83,0.23,0.365,0.343,0.188,0.426,0.23,0.359,1.61,0.714,0.228,0.578,0.314,0.329,0.314,0.031,0.03,0.4,0.0,0.198,0.232,1.019,0.045,0.359,0.43,1.231,1.005,0.337,0.941,14.201,0.466,0.516,0.365,1.065,25.8,31.461,1.115,1.505,1.505,51.691,7.331,0.327,5.936,2.145,0.464,0.676,3.501,0.0,0.048,0.15,-0.014,8.808,1.072,0.006710000000000001,VISA INC,11,1,7374,178.72,11331576.0,-0.016888,1706024.0,177.655,181.83,181.78,-0.013076,-0.019332,-0.009212,42.0,0.0,0.0,41.0,304900609.28,-0.01688756350115861,-0.016888,0.14,0.43285714285714283,3.4695238095238095,0.086,304900609.28,19.53549641025101,-0.08830560904632834,-0.026877,274874586.88,0.04122453126213135,2025179262.72,0.02322767292098425,0.017958360997406133,1.3654590211919462,1.8644783385544677,-0.026877,-0.09062899999999999,-0.030227999999999998,0.125234,271.31,0.6587298662047105,0.3785199535812003,271.31,0.6587298662047105,198.97,0.8982258631954566,0.009058309373518045
